3,0.11294126510620117
5,0.2763199806213379
3,0.1685478687286377
6,0.35946202278137207
5,0.4182758331298828
6,0.7628686428070068
8,0.8672571182250977
10,1.1844313144683838
9,1.4953253269195557
6,0.5862798690795898
7,0.7307429313659668
8,0.8543274402618408
11,1.3387653827667236
7,0.582639217376709
13,1.537947416305542
16,1.8857972621917725
13,1.5629980564117432
13,1.2669436931610107
10,0.6490907669067383
11,0.6128873825073242
10,0.5482101440429688
11,0.3575003147125244
9,0.3045063018798828
9,0.25772547721862793
8,0.14226579666137695
7,0.07352447509765625
6,0.031404972076416016
5,0.008442878723144531
3,0.0009770393371582031
1,0.00020170211791992188
